customer_id,type_of_client,total_ytd_order,total_order_amount_ytd,YTD_amount_negative,total_order_amount_Q4,Q4_amount_negative,sex,marital_status,employment_type,occupation,country_of_origins,age,education,completed_years_of_education,marital_status,relationship_in_household,race
2020767076,NULL,24,316.19,1,0.00,1,0,0,Private,Adm-clerical,United-States,57,HS-grad,9,Never-married,Own-child,White
2021747718,NULL,29,68.08,1,13.85,1,1,0,Private,Handlers-cleaners,United-States,36,9th,5,Never-married,Not-in-family,Black
2021907166,NULL,11,-74.10,0,0.00,1,1,1,Private,Transport-moving,United-States,30,HS-grad,9,Married-civ-spouse,Husband,White
2023748051,NULL,7,103.05,1,0.00,1,0,0,Federal-gov,Tech-support,United-States,38,Some-college,10,Divorced,Unmarried,Black
2023753979,NULL,1,-30.00,0,-30.00,0,0,0,Private,Other-service,United-States,61,Some-college,10,Divorced,Not-in-family,White
2025263118,NULL,22,-68.43,0,-68.43,0,1,1,Private,Other-service,United-States,39,HS-grad,9,Married-civ-spouse,Husband,White
2027887984,NULL,4,38.99,1,38.99,1,1,1,Self-emp-inc,Craft-repair,United-States,30,HS-grad,9,Married-civ-spouse,Husband,White
2028096453,Wholesaler,5,1156.03,1,12.95,1,1,0,Private,Sales,United-States,48,Prof-school,15,Divorced,Not-in-family,White
2028335820,NULL,5,1255.00,1,320.00,1,0,0,Private,Sales,United-States,39,11th,7,Divorced,Other-relative,White
2033192717,NULL,111,1286.31,1,481.44,1,1,1,Federal-gov,Tech-support,United-States,61,Some-college,10,Married-civ-spouse,Husband,White
2033350892,Personal,2,26.25,1,26.25,1,1,1,Private,Exec-managerial,United-States,54,Doctorate,16,Married-civ-spouse,Husband,White
2036019858,NULL,17,261.40,1,0.00,1,0,0,Private,Sales,United-States,31,Some-college,10,Never-married,Not-in-family,White
2037135960,NULL,31,241.25,1,241.25,1,1,1,Private,Handlers-cleaners,United-States,38,HS-grad,9,Married-civ-spouse,Husband,Black
2040088793,Personal,70,522.98,1,0.00,1,1,0,Private,Transport-moving,United-States,36,HS-grad,9,Divorced,Unmarried,White
2040182145,NULL,145,-167.52,0,-283.54,0,1,0,Self-emp-not-inc,Craft-repair,United-States,33,HS-grad,9,Separated,Unmarried,White
2040368313,NULL,67,787.19,1,662.34,1,1,0,Private,Prof-specialty,United-States,50,Some-college,10,Divorced,Unmarried,White
2041782037,Wholesaler,49,364.36,1,0.00,1,1,1,Private,Prof-specialty,United-States,45,Bachelors,13,Married-civ-spouse,Husband,White
2042889263,Wholesaler,34,377.08,1,267.71,1,1,1,Private,Exec-managerial,United-States,56,Masters,14,Married-civ-spouse,Husband,White
2043357528,NULL,7,97.65,1,0.00,1,1,1,Self-emp-not-inc,Transport-moving,United-States,57,Some-college,10,Married-civ-spouse,Husband,White
2044133081,NULL,30,223.39,1,223.39,1,0,0,Private,Prof-specialty,United-States,39,Assoc-acdm,12,Divorced,Unmarried,White
2044679379,Wholesaler,77,834.42,1,88.29,1,1,1,Private,Sales,United-States,38,Some-college,10,Married-civ-spouse,Husband,White
2045365672,Wholesaler,282,2089.65,1,476.64,1,1,0,Private,Machine-op-inspct,United-States,24,Assoc-voc,11,Never-married,Not-in-family,White
2045393038,NULL,13,237.50,1,0.00,1,0,0,Private,Other-service,United-States,19,Some-college,10,Divorced,Own-child,White
2046264942,Wholesaler,49,600.95,1,528.35,1,0,1,Private,Machine-op-inspct,Laos,32,5th-6th,3,Married-civ-spouse,Wife,Asian-Pac-Islander
2046570161,NULL,20,167.99,1,0.00,1,1,1,State-gov,Exec-managerial,United-States,45,Masters,14,Married-civ-spouse,Husband,White
2046785955,NULL,216,1965.52,1,416.26,1,0,0,Private,Tech-support,United-States,19,HS-grad,9,Never-married,Own-child,White
2047478446,NULL,14,60.43,1,0.00,1,1,1,State-gov,Transport-moving,United-States,59,7th-8th,4,Married-civ-spouse,Husband,White
2048420736,NULL,10,75.38,1,0.00,1,0,0,Private,Craft-repair,United-States,46,HS-grad,9,Divorced,Not-in-family,White
2048723141,Wholesaler,369,1575.76,1,520.64,1,0,0,Local-gov,Adm-clerical,United-States,37,HS-grad,9,Divorced,Unmarried,White
2049580518,NULL,42,553.17,1,409.38,1,1,1,Self-emp-not-inc,Farming-fishing,United-States,53,Some-college,10,Married-civ-spouse,Husband,White
2050072027,NULL,1,-152.64,0,-152.64,0,1,1,Private,Exec-managerial,United-States,68,Masters,14,Married-civ-spouse,Husband,White
2050136808,NULL,39,63.56,1,0.00,1,1,1,Private,Adm-clerical,United-States,55,Some-college,10,Married-civ-spouse,Husband,Black
2054271763,NULL,117,1340.10,1,273.15,1,1,0,Private,Exec-managerial,United-States,43,Prof-school,15,Divorced,Not-in-family,White
2056414073,Wholesaler,249,913.00,1,392.06,1,1,1,Local-gov,Craft-repair,United-States,25,HS-grad,9,Married-civ-spouse,Husband,White
2056746607,NULL,282,2860.47,1,2603.96,1,1,0,Private,Craft-repair,United-States,31,Some-college,10,Never-married,Not-in-family,White
2057125752,NULL,65,396.92,1,396.92,1,1,1,Private,Craft-repair,United-States,26,Some-college,10,Married-civ-spouse,Husband,White
2058456201,NULL,77,265.15,1,265.15,1,0,0,Private,Sales,United-States,49,HS-grad,9,Divorced,Own-child,White
2060587728,NULL,37,322.44,1,0.00,1,1,0,Private,Handlers-cleaners,United-States,63,Masters,14,Never-married,Not-in-family,White
2061588387,Wholesaler,170,2114.30,1,662.20,1,1,1,Private,Tech-support,United-States,25,11th,7,Married-civ-spouse,Husband,White
2061714815,NULL,157,789.01,1,0.00,1,1,1,Private,Transport-moving,United-States,32,HS-grad,9,Married-civ-spouse,Husband,White
2062148868,NULL,18,142.49,1,0.00,1,1,1,Self-emp-not-inc,Exec-managerial,United-States,57,Some-college,10,Married-civ-spouse,Husband,White
2063458370,NULL,46,670.88,1,278.27,1,1,1,Private,Machine-op-inspct,United-States,26,HS-grad,9,Married-civ-spouse,Husband,White
2065349373,NULL,30,525.42,1,268.98,1,1,1,Local-gov,Protective-serv,United-States,52,Some-college,10,Married-civ-spouse,Husband,White
2067592079,Personal,10,41.12,1,41.12,1,1,1,Private,Machine-op-inspct,Cuba,47,HS-grad,9,Married-civ-spouse,Husband,White
2068057764,NULL,2,39.45,1,0.00,1,1,1,Private,Sales,United-States,26,HS-grad,9,Married-civ-spouse,Husband,White
2069499109,NULL,22,158.40,1,0.00,1,1,0,Private,Adm-clerical,United-States,28,Bachelors,13,Never-married,Own-child,White
2069644352,NULL,25,326.89,1,326.89,1,1,1,Private,Sales,United-States,25,Bachelors,13,Married-civ-spouse,Husband,White
2070418573,NULL,14,163.44,1,0.00,1,0,0,Self-emp-not-inc,Other-service,United-States,38,Assoc-voc,11,Divorced,Unmarried,White
2070724069,Wholesaler,9,182.15,1,182.15,1,1,1,Private,Tech-support,Peru,42,HS-grad,9,Married-civ-spouse,Husband,White
2070866557,NULL,4,62.45,1,62.45,1,0,1,Private,Adm-clerical,United-States,39,HS-grad,9,Married-civ-spouse,Wife,White
2073978345,NULL,17,91.19,1,0.00,1,1,0,Self-emp-inc,Craft-repair,Portugal,44,HS-grad,9,Divorced,Not-in-family,White
2074469027,NULL,28,839.04,1,558.60,1,1,1,Private,Machine-op-inspct,United-States,33,HS-grad,9,Married-civ-spouse,Husband,White
2075329018,NULL,73,837.75,1,0.00,1,1,0,Private,Machine-op-inspct,United-States,46,10th,6,Divorced,Unmarried,Black
2075890145,NULL,91,655.67,1,447.66,1,0,1,Local-gov,Prof-specialty,United-States,62,Bachelors,13,Married-civ-spouse,Wife,White
2076595535,NULL,68,315.33,1,198.49,1,1,0,Private,Machine-op-inspct,United-States,26,HS-grad,9,Never-married,Own-child,White
2078884255,NULL,20,119.59,1,119.59,1,0,0,Private,Other-service,Jamaica,66,HS-grad,9,Widowed,Unmarried,Black
2081107854,NULL,16,1305.03,1,0.00,1,1,1,Private,Craft-repair,Columbia,64,12th,8,Married-civ-spouse,Husband,White
2083738762,NULL,45,784.22,1,0.00,1,0,0,Private,Adm-clerical,United-States,44,Some-college,10,Widowed,Unmarried,White
2084866624,NULL,11,143.25,1,0.00,1,1,0,Private,Prof-specialty,United-States,45,Bachelors,13,Never-married,Not-in-family,White
2085030404,Wholesaler,111,1472.47,1,796.71,1,1,1,Private,Exec-managerial,United-States,35,HS-grad,9,Married-civ-spouse,Husband,White
2086620755,NULL,1,244.80,1,0.00,1,1,1,Private,Adm-clerical,United-States,45,Some-college,10,Married-civ-spouse,Husband,White
2087796776,NULL,50,339.68,1,116.60,1,1,0,Private,Farming-fishing,Mexico,25,1st-4th,2,Never-married,Not-in-family,Other
2087818783,NULL,40,388.60,1,0.00,1,1,0,Self-emp-not-inc,Machine-op-inspct,United-States,40,Some-college,10,Never-married,Not-in-family,White
2090148971,Wholesaler,10,163.98,1,163.98,1,1,1,Private,Craft-repair,United-States,35,HS-grad,9,Married-civ-spouse,Husband,White
2090210747,NULL,187,1541.57,1,0.00,1,1,1,Private,Exec-managerial,United-States,60,Bachelors,13,Married-civ-spouse,Husband,White
2092161597,NULL,145,1544.51,1,99.56,1,1,0,Private,Handlers-cleaners,United-States,25,9th,5,Never-married,Own-child,Black
2093592296,NULL,10,29.63,1,29.63,1,0,0,Private,Prof-specialty,Philippines,50,Bachelors,13,Separated,Unmarried,Asian-Pac-Islander
2096260021,NULL,9,73.63,1,0.00,1,1,0,Private,Transport-moving,United-States,40,HS-grad,9,Divorced,Not-in-family,White
2097006974,NULL,5,480.75,1,457.20,1,1,1,Private,Handlers-cleaners,United-States,65,Some-college,10,Married-civ-spouse,Husband,White
2097033968,NULL,133,468.61,1,344.52,1,1,1,State-gov,Exec-managerial,United-States,51,Bachelors,13,Married-civ-spouse,Husband,White
2097711751,NULL,42,349.14,1,237.30,1,0,0,Federal-gov,Adm-clerical,United-States,51,Bachelors,13,Widowed,Not-in-family,White
2097842404,NULL,90,530.03,1,0.00,1,0,0,Private,Prof-specialty,United-States,23,Masters,14,Never-married,Not-in-family,White
2097896955,Wholesaler,13,169.65,1,108.16,1,0,0,Private,Adm-clerical,United-States,51,HS-grad,9,Never-married,Not-in-family,White
2098843636,NULL,25,295.60,1,0.00,1,1,1,Private,Sales,Germany,47,Bachelors,13,Married-civ-spouse,Husband,White
2099252124,NULL,117,1214.87,1,1010.12,1,1,1,Self-emp-not-inc,Sales,United-States,42,7th-8th,4,Married-civ-spouse,Husband,White
2102533431,Wholesaler,216,1547.20,1,1547.20,1,1,1,Private,Exec-managerial,United-States,33,Bachelors,13,Married-civ-spouse,Husband,White
2105227581,Wholesaler,287,2184.22,1,475.30,1,0,0,Private,Craft-repair,United-States,32,10th,6,Separated,Unmarried,Black
2107647724,NULL,49,426.79,1,292.84,1,1,1,Private,Craft-repair,United-States,29,Some-college,10,Married-civ-spouse,Husband,White
2108652317,NULL,41,220.25,1,12.42,1,1,1,Private,Craft-repair,United-States,54,Some-college,10,Married-civ-spouse,Husband,White
2111498677,NULL,198,1803.84,1,375.80,1,1,1,Private,Sales,United-States,44,HS-grad,9,Married-civ-spouse,Husband,White
2114726294,NULL,46,527.62,1,0.00,1,0,0,Private,Exec-managerial,United-States,41,Bachelors,13,Never-married,Not-in-family,White
2114742161,Wholesaler,111,300.37,1,134.36,1,0,0,Private,Sales,United-States,22,11th,7,Never-married,Unmarried,White
2114784067,NULL,108,1027.04,1,269.40,1,1,1,Private,Craft-repair,United-States,39,HS-grad,9,Married-civ-spouse,Husband,White
2115054679,NULL,3,9.77,1,0.00,1,1,0,Private,Craft-repair,United-States,53,HS-grad,9,Widowed,Unmarried,White
2116088089,NULL,29,486.31,1,486.31,1,1,1,Private,Exec-managerial,United-States,59,Masters,14,Married-civ-spouse,Husband,White
2116217713,Personal,4,69.12,1,69.12,1,1,1,Private,Machine-op-inspct,United-States,51,HS-grad,9,Married-civ-spouse,Husband,White
2117688077,NULL,35,150.10,1,137.82,1,1,1,Private,Craft-repair,United-States,28,HS-grad,9,Married-civ-spouse,Husband,White
2118308366,NULL,14,256.00,1,256.00,1,1,1,Local-gov,Tech-support,United-States,37,Bachelors,13,Married-civ-spouse,Husband,White
2118503839,NULL,28,293.35,1,0.00,1,1,0,Private,Prof-specialty,United-States,61,Bachelors,13,Never-married,Not-in-family,White
2118921183,NULL,11,87.94,1,87.94,1,0,0,Private,Adm-clerical,United-States,43,Some-college,10,Divorced,Unmarried,White
2120073361,NULL,6,123.70,1,0.00,1,1,1,Self-emp-not-inc,Farming-fishing,United-States,36,HS-grad,9,Married-civ-spouse,Husband,White
2120408829,NULL,79,1414.06,1,375.34,1,1,0,Private,Transport-moving,United-States,25,HS-grad,9,Never-married,Not-in-family,White
2122009217,NULL,21,169.88,1,169.88,1,1,1,Private,Craft-repair,United-States,36,HS-grad,9,Married-civ-spouse,Husband,White
2122689254,NULL,29,149.19,1,0.00,1,1,0,Private,Machine-op-inspct,United-States,37,HS-grad,9,Never-married,Own-child,White
2124012379,NULL,25,293.98,1,32.85,1,0,0,Private,Adm-clerical,United-States,33,HS-grad,9,Divorced,Unmarried,White
2124152152,NULL,31,200.14,1,71.75,1,1,0,Private,Machine-op-inspct,United-States,24,HS-grad,9,Divorced,Not-in-family,White
2128428446,Personal,11,30.97,1,30.97,1,1,0,Private,Craft-repair,United-States,38,Assoc-acdm,12,Divorced,Not-in-family,White
2130283588,NULL,15,192.74,1,0.00,1,1,1,Private,Exec-managerial,United-States,59,Some-college,10,Married-civ-spouse,Husband,White
2131902169,NULL,3,22.40,1,0.00,1,0,0,Private,Prof-specialty,United-States,41,Masters,14,Widowed,Not-in-family,White
2132407241,NULL,21,239.08,1,46.65,1,1,0,Local-gov,Adm-clerical,United-States,36,Some-college,10,Separated,Own-child,Black
2133318335,NULL,67,706.39,1,174.67,1,1,0,Self-emp-not-inc,Craft-repair,United-States,36,Some-college,10,Never-married,Own-child,White
2133981171,NULL,8,30.87,1,24.97,1,0,0,Private,Other-service,United-States,48,11th,7,Divorced,Not-in-family,White
2134895742,NULL,147,541.89,1,275.24,1,1,1,Private,Prof-specialty,United-States,42,Bachelors,13,Married-civ-spouse,Husband,White
2135364625,Personal,24,902.10,1,149.60,1,0,0,Private,Other-service,United-States,55,HS-grad,9,Separated,Not-in-family,White
2135590765,NULL,30,127.37,1,0.00,1,0,0,Self-emp-not-inc,Other-service,United-States,47,HS-grad,9,Widowed,Other-relative,White
2137248643,NULL,108,1084.67,1,377.24,1,1,1,Private,Prof-specialty,United-States,46,Doctorate,16,Married-civ-spouse,Husband,White
2138545014,NULL,22,-208.78,0,-208.78,0,1,1,Self-emp-not-inc,Craft-repair,United-States,24,7th-8th,4,Married-civ-spouse,Husband,White
2139108307,NULL,18,200.92,1,0.00,1,1,1,Private,Sales,United-States,54,Some-college,10,Married-civ-spouse,Husband,White
2142042655,NULL,45,127.57,1,127.57,1,1,0,Self-emp-inc,Exec-managerial,Taiwan,26,Bachelors,13,Never-married,Own-child,Asian-Pac-Islander
2142119426,NULL,12,188.15,1,188.15,1,1,1,Private,Prof-specialty,United-States,51,Prof-school,15,Married-civ-spouse,Husband,White
2144364646,Personal,4,97.50,1,97.50,1,0,0,Private,Other-service,United-States,19,HS-grad,9,Never-married,Not-in-family,White
2144426878,NULL,43,513.62,1,513.62,1,0,0,Private,Exec-managerial,United-States,19,Some-college,10,Never-married,Own-child,White
2144658845,NULL,16,123.49,1,11.06,1,1,0,Private,Sales,South,25,HS-grad,9,Never-married,Own-child,Asian-Pac-Islander
2147309813,NULL,29,220.64,1,0.00,1,1,0,Private,Prof-specialty,United-States,22,Some-college,10,Never-married,Own-child,Black
2147447738,NULL,6,96.65,1,96.65,1,1,1,Federal-gov,Exec-managerial,Puerto-Rico,56,Bachelors,13,Married-civ-spouse,Husband,White
2150612664,NULL,43,141.74,1,8.32,1,1,1,Private,Craft-repair,United-States,44,Some-college,10,Married-civ-spouse,Husband,White
2151882968,NULL,108,1454.83,1,117.20,1,0,0,Private,Adm-clerical,United-States,20,Some-college,10,Never-married,Not-in-family,White
2152873737,NULL,63,307.87,1,55.31,1,0,0,Private,Adm-clerical,United-States,30,HS-grad,9,Separated,Own-child,White
2154557042,NULL,87,305.02,1,0.00,1,1,1,Private,Craft-repair,United-States,34,Assoc-acdm,12,Married-civ-spouse,Husband,White
2157403997,NULL,6,171.36,1,0.00,1,1,1,Private,Sales,United-States,38,Assoc-voc,11,Married-civ-spouse,Husband,White
2158027790,NULL,138,1281.61,1,412.83,1,1,1,Federal-gov,Machine-op-inspct,United-States,53,HS-grad,9,Married-civ-spouse,Husband,White
2160033704,NULL,92,1225.45,1,0.00,1,1,1,Private,Adm-clerical,United-States,43,HS-grad,9,Married-civ-spouse,Husband,Black
2160175349,NULL,6,23.30,1,-15.00,0,1,0,Private,Sales,United-States,41,Some-college,10,Separated,Not-in-family,White
2160409912,NULL,4,98.60,1,0.00,1,1,0,Private,Handlers-cleaners,Philippines,22,9th,5,Never-married,Own-child,Asian-Pac-Islander
2162971431,NULL,1,2.50,1,2.50,1,1,1,Private,Exec-managerial,United-States,65,Bachelors,13,Married-civ-spouse,Husband,White
2163054065,Wholesaler,139,670.51,1,363.90,1,1,1,Private,Tech-support,United-States,40,Assoc-acdm,12,Married-civ-spouse,Husband,White
2163080999,NULL,83,926.05,1,498.02,1,1,0,Private,Craft-repair,United-States,33,HS-grad,9,Never-married,Other-relative,White
2163481713,NULL,11,186.59,1,0.00,1,0,0,Private,Other-service,United-States,67,HS-grad,9,Widowed,Not-in-family,White
2164598451,NULL,4,-28.75,0,0.00,1,1,0,Private,Craft-repair,United-States,36,HS-grad,9,Divorced,Own-child,White
2164862482,NULL,13,266.40,1,266.40,1,1,1,Private,Craft-repair,Yugoslavia,46,Assoc-acdm,12,Married-civ-spouse,Husband,White
2165898619,NULL,71,872.56,1,414.60,1,1,1,Private,Craft-repair,United-States,46,HS-grad,9,Married-civ-spouse,Husband,White
2168813015,Personal,51,352.56,1,8.85,1,1,1,Private,Prof-specialty,United-States,55,Doctorate,16,Married-civ-spouse,Husband,White
2169375810,NULL,143,2080.04,1,641.79,1,1,1,Private,Machine-op-inspct,United-States,29,9th,5,Married-civ-spouse,Husband,White
2169779523,NULL,65,804.82,1,564.83,1,1,1,Private,Machine-op-inspct,United-States,43,HS-grad,9,Married-civ-spouse,Husband,White
2170966808,NULL,62,366.33,1,0.00,1,1,1,Private,Transport-moving,United-States,78,5th-6th,3,Married-civ-spouse,Husband,Asian-Pac-Islander
2171071147,NULL,1,-19.90,0,-19.90,0,1,0,State-gov,Tech-support,United-States,27,Bachelors,13,Never-married,Not-in-family,White
2173977962,NULL,10,507.66,1,507.66,1,0,0,Private,Adm-clerical,United-States,26,Assoc-acdm,12,Never-married,Not-in-family,White
2174226293,NULL,19,241.85,1,69.50,1,1,0,Private,Other-service,United-States,28,HS-grad,9,Never-married,Not-in-family,Black
2174318089,NULL,8,440.43,1,0.00,1,0,0,Private,Sales,United-States,24,Some-college,10,Never-married,Own-child,White
2174551876,NULL,27,275.58,1,164.40,1,1,1,Self-emp-not-inc,Craft-repair,United-States,32,HS-grad,9,Married-civ-spouse,Husband,White
2175074669,NULL,160,848.21,1,506.61,1,1,1,State-gov,Transport-moving,United-States,69,Some-college,10,Married-civ-spouse,Husband,White
2175383922,NULL,7,197.82,1,60.17,1,1,1,Private,Tech-support,United-States,46,Bachelors,13,Married-civ-spouse,Husband,White
2176572458,NULL,31,246.08,1,62.96,1,1,0,Private,Transport-moving,United-States,38,Bachelors,13,Never-married,Not-in-family,White
2177079810,NULL,21,304.03,1,0.00,1,1,1,Private,Craft-repair,United-States,43,HS-grad,9,Married-civ-spouse,Husband,Black
2177813497,NULL,84,501.70,1,77.53,1,1,0,Private,Other-service,United-States,30,HS-grad,9,Never-married,Not-in-family,White
2178323551,NULL,21,220.60,1,220.60,1,1,0,Private,Prof-specialty,United-States,33,HS-grad,9,Never-married,Not-in-family,White
2179780174,NULL,1,4.25,1,0.00,1,0,0,Private,Exec-managerial,United-States,54,Some-college,10,Never-married,Not-in-family,Black
2181862112,NULL,78,635.29,1,635.29,1,0,0,Private,Exec-managerial,United-States,43,Masters,14,Never-married,Not-in-family,White
2181977209,NULL,40,95.20,1,0.00,1,1,0,Private,Sales,United-States,25,HS-grad,9,Never-married,Own-child,White
2184082890,NULL,305,2686.92,1,624.06,1,1,1,Private,Sales,United-States,49,Masters,14,Married-civ-spouse,Husband,White
2186213769,NULL,11,254.45,1,0.00,1,1,1,Private,Exec-managerial,Cuba,32,Some-college,10,Married-civ-spouse,Husband,White
2186257121,Wholesaler,212,752.80,1,483.66,1,1,0,Private,Sales,United-States,32,Masters,14,Never-married,Own-child,Black
2186450026,Wholesaler,342,5579.20,1,973.66,1,0,0,Private,Exec-managerial,United-States,40,Bachelors,13,Divorced,Unmarried,Black
2187753559,Wholesaler,104,1056.17,1,58.65,1,1,0,Private,Machine-op-inspct,United-States,43,10th,6,Never-married,Not-in-family,Black
2189145315,NULL,34,367.90,1,0.00,1,0,0,Private,Craft-repair,United-States,36,Some-college,10,Never-married,Not-in-family,White
2191695612,NULL,34,173.99,1,85.95,1,0,0,Private,Exec-managerial,Jamaica,28,Some-college,10,Never-married,Not-in-family,Black
2192416081,NULL,782,3191.07,1,2504.95,1,1,0,Private,Exec-managerial,United-States,40,Some-college,10,Divorced,Not-in-family,White
2192461242,NULL,240,1570.58,1,403.75,1,0,0,Private,Adm-clerical,United-States,25,Bachelors,13,Never-married,Not-in-family,White
2193858030,NULL,19,182.70,1,182.70,1,1,1,Self-emp-not-inc,Farming-fishing,United-States,39,Some-college,10,Married-civ-spouse,Husband,White
2194614698,Wholesaler,152,2155.04,1,888.20,1,1,0,Private,Other-service,United-States,17,10th,6,Never-married,Own-child,White
2194672904,NULL,197,889.82,1,165.40,1,0,0,Private,Sales,United-States,29,HS-grad,9,Never-married,Unmarried,White
2196713048,NULL,6,129.56,1,129.56,1,0,0,Private,Priv-house-serv,United-States,41,HS-grad,9,Divorced,Other-relative,Black
2197425698,NULL,85,1053.43,1,543.64,1,0,0,Private,Adm-clerical,United-States,19,Some-college,10,Never-married,Own-child,White
2197592757,NULL,9,156.19,1,0.00,1,1,1,Private,Exec-managerial,United-States,38,HS-grad,9,Married-civ-spouse,Husband,White
2199645565,NULL,25,168.19,1,0.00,1,1,1,Private,Farming-fishing,United-States,29,7th-8th,4,Married-civ-spouse,Husband,White
2200053543,Wholesaler,23,375.15,1,197.52,1,1,0,Private,Machine-op-inspct,Laos,49,7th-8th,4,Never-married,Not-in-family,Asian-Pac-Islander
2202159485,NULL,11,114.05,1,114.05,1,1,0,Private,Other-service,United-States,20,HS-grad,9,Never-married,Other-relative,White
2203722241,NULL,59,965.30,1,965.30,1,0,0,Private,Craft-repair,United-States,34,HS-grad,9,Divorced,Own-child,White
2205112506,NULL,80,1522.98,1,148.70,1,0,0,Private,Adm-clerical,Columbia,21,Some-college,10,Never-married,Not-in-family,White
2207169560,NULL,69,890.27,1,233.63,1,0,0,State-gov,Prof-specialty,United-States,39,Doctorate,16,Divorced,Not-in-family,White
2207644032,NULL,491,6040.47,1,2423.39,1,0,0,Private,Prof-specialty,Guatemala,25,Bachelors,13,Never-married,Own-child,White
2207842086,NULL,22,244.92,1,232.37,1,0,0,Private,Other-service,United-States,36,Assoc-voc,11,Divorced,Unmarried,White
2211210545,NULL,34,411.10,1,206.24,1,1,1,Private,Sales,United-States,64,Bachelors,13,Married-civ-spouse,Husband,White
2211482200,NULL,34,26.97,1,0.00,1,1,0,Private,Handlers-cleaners,Peru,35,HS-grad,9,Never-married,Other-relative,White
2211530116,NULL,93,1355.43,1,774.29,1,1,1,Private,Transport-moving,United-States,28,HS-grad,9,Married-civ-spouse,Husband,White
2212138472,NULL,20,191.95,1,0.00,1,1,1,Private,Transport-moving,United-States,49,Some-college,10,Married-civ-spouse,Husband,White
2215554465,NULL,16,71.38,1,0.00,1,1,1,Private,Craft-repair,United-States,36,HS-grad,9,Married-civ-spouse,Husband,White
2218724576,NULL,10,107.40,1,0.00,1,1,0,State-gov,Adm-clerical,United-States,43,Some-college,10,Divorced,Not-in-family,Black
2218989848,NULL,15,250.80,1,0.00,1,0,0,Local-gov,Prof-specialty,United-States,54,Masters,14,Divorced,Not-in-family,White
2219698493,Wholesaler,393,1904.45,1,1682.10,1,1,1,Local-gov,Prof-specialty,Germany,29,Bachelors,13,Married-civ-spouse,Husband,White
2220136172,NULL,52,494.16,1,494.16,1,1,1,Private,Prof-specialty,United-States,29,HS-grad,9,Married-civ-spouse,Husband,White
2222284466,NULL,10,159.30,1,0.00,1,1,0,Private,Prof-specialty,United-States,27,Bachelors,13,Never-married,Not-in-family,White
2222290522,NULL,58,256.47,1,0.00,1,1,0,Private,Craft-repair,United-States,60,HS-grad,9,Divorced,Not-in-family,White
2224147235,Wholesaler,75,270.94,1,211.00,1,1,1,Private,Exec-managerial,United-States,62,Bachelors,13,Married-civ-spouse,Husband,White
2224775231,NULL,184,1507.91,1,977.15,1,0,0,Private,Machine-op-inspct,United-States,55,HS-grad,9,Divorced,Not-in-family,White
2225565800,Wholesaler,37,366.46,1,39.30,1,1,0,Federal-gov,Exec-managerial,United-States,45,Assoc-acdm,12,Never-married,Not-in-family,White
2226704382,NULL,15,298.63,1,0.00,1,1,0,Private,Other-service,United-States,42,Some-college,10,Never-married,Not-in-family,White
2227382096,NULL,43,263.39,1,263.39,1,0,1,Private,Adm-clerical,United-States,33,Bachelors,13,Married-civ-spouse,Wife,White
2229026623,Wholesaler,16,135.69,1,135.69,1,0,0,Private,Prof-specialty,United-States,73,HS-grad,9,Widowed,Not-in-family,White
2229147170,Personal,5,13.85,1,13.85,1,1,1,Private,Adm-clerical,United-States,40,Some-college,10,Married-civ-spouse,Husband,White
2231257220,NULL,76,593.39,1,0.00,1,0,0,State-gov,Prof-specialty,United-States,27,Bachelors,13,Never-married,Own-child,Black
2231292586,NULL,78,659.18,1,0.00,1,1,1,Private,Sales,United-States,39,HS-grad,9,Married-civ-spouse,Husband,White
2231315748,NULL,20,154.00,1,154.00,1,0,1,Private,Exec-managerial,United-States,23,Some-college,10,Married-civ-spouse,Wife,White
2233630024,NULL,84,814.09,1,129.85,1,0,0,Federal-gov,Machine-op-inspct,United-States,31,HS-grad,9,Never-married,Unmarried,White
2234106683,NULL,3,537.00,1,537.00,1,0,0,Self-emp-not-inc,Exec-managerial,United-States,44,Bachelors,13,Divorced,Not-in-family,White
2234445558,Wholesaler,52,400.69,1,79.42,1,1,1,State-gov,Prof-specialty,United-States,40,Bachelors,13,Married-civ-spouse,Husband,White
2234874322,NULL,21,223.59,1,67.54,1,1,1,Private,Prof-specialty,United-States,61,HS-grad,9,Married-civ-spouse,Husband,White
2235585465,NULL,128,647.82,1,647.82,1,1,0,State-gov,Prof-specialty,United-States,37,Bachelors,13,Never-married,Other-relative,White
2235751129,NULL,10,116.65,1,0.00,1,1,0,Private,Craft-repair,United-States,42,11th,7,Divorced,Not-in-family,White
2236092570,Wholesaler,317,5807.35,1,1596.86,1,1,1,Self-emp-not-inc,Farming-fishing,United-States,47,HS-grad,9,Married-civ-spouse,Husband,White
2236272095,NULL,55,433.33,1,0.00,1,0,0,State-gov,Other-service,United-States,30,10th,6,Never-married,Own-child,Black
2237379411,Wholesaler,109,1186.79,1,668.53,1,0,0,Federal-gov,Adm-clerical,United-States,38,HS-grad,9,Never-married,Unmarried,White
2237632369,NULL,42,328.86,1,330.26,1,1,1,Private,Exec-managerial,United-States,34,Some-college,10,Married-civ-spouse,Husband,White
2238043533,NULL,14,220.20,1,0.00,1,0,0,Private,Craft-repair,United-States,26,HS-grad,9,Never-married,Unmarried,Black
2238433237,NULL,14,235.24,1,0.00,1,1,1,Private,Sales,United-States,29,Bachelors,13,Married-civ-spouse,Husband,White
